AT,V,AP,RH,PE,PE_Class
0.563172804532578,0.3930604982206406,0.3280191004312982,0.6672343200840609,447.06,2
0.6178470254957508,0.42437722419928825,0.5294978434996942,0.26635023008079994,443.53,2
0.568271954674221,0.642170818505338,0.43800061614294705,0.8849233667886518,445.21,2
0.7773371104815865,0.7322064056939502,0.5735520640788678,0.03605203087068359,441.7,2
0.5161473087818698,0.7384341637010675,0.4971503388786189,0.4844740751476503,450.93,3
0.46260623229461767,0.43451957295373667,0.18599815157116595,0.9989854704880612,451.44,3
0.6351274787535411,0.5610320284697509,0.47466112138016214,0.534475886807493,441.29,2
0.46175637393767716,0.346797153024911,0.5412045594577961,0.2576542628356099,458.85,3
0.13484419263456093,0.32544483985765116,0.6570394331484941,0.6276676691184462,481.46,5
0.30453257790368277,0.32117437722419917,0.6166820702402944,0.7225986448784376,467.19,4
0.32832861189801704,0.28861209964412804,0.7266635859519432,0.5798398492699011,461.54,3
0.7164305949008499,0.4889679715302492,0.28858595194084913,0.3288162614587484,439.08,2
0.353257790368272,0.30925266903914594,0.9820548367221207,0.5725932098989093,467.22,4
0.4101983002832862,0.3377224199288257,0.6955483672211962,0.40867422732707703,468.8,4
0.8337110481586403,0.8295373665480427,0.23867837338262632,0.37693394688213333,426.93,1
0.24815864022662892,0.2201067615658362,0.8455791743684529,0.5670857639769558,474.65,4
0.3396600566572239,0.3354092526690391,0.8015249537892792,0.7566578499220986,468.97,4
0.6654390934844193,0.8224199288256228,0.4087338262476905,0.8144860321026124,433.97,1
0.4603399433427762,0.4412811387900355,0.38840110905730185,0.9989854704880612,450.53,3
0.6688385269121814,0.5992882562277578,0.4641866913123849,0.5452009130765607,444.51,2
0.37563739376770544,0.2727758007117437,0.5661583487369093,0.5770861263089242,469.03,4
0.281586402266289,0.8145907473309607,0.6915434380776375,0.6452045363962462,466.56,4
0.5218130311614732,0.4749110320284696,0.46942390634627174,0.23663900865973397,457.57,3
0.7223796033994334,0.6081850533807828,0.2873536660505245,0.5917243378383275,440.13,2
0.7580736543909349,0.7914590747330962,0.20509858287122995,0.5128809014819377,433.24,1
0.45580736543909356,0.32669039145907464,0.361290819470117,0.6314359215913621,452.55,3
0.6237960339943343,0.8186832740213522,0.15796364756623404,0.48722779810862704,443.29,2
0.7396600566572239,0.8830960854092526,0.2636321626617395,0.6372332330881552,431.76,1
0.43994334277620406,0.3455516014234875,0.3357208872458415,0.3654842566759665,454.97,3
0.4569405099150143,0.6709964412811388,0.4777418361059773,0.9157940505090763,456.7,3
0.13002832861189806,0.25871886120996435,0.33387245841035096,0.8027464763216059,486.03,5
0.2824362606232295,0.25978647686832745,0.4453943314849056,0.7505706728504655,472.79,4
0.523229461756374,0.5674377224199288,0.4068853974122,0.8298489075691149,452.03,3
0.5447592067988669,0.5131672597864769,0.4728126925446716,0.7891227943041415,443.41,2
0.660056657223796,0.7466192170818503,0.5415126309303773,0.39461574694735313,441.93,2
0.8065155807365441,0.8117437722419928,0.3264787430683924,0.6249139461574695,432.64,1
0.17932011331444764,0.19359430604982208,0.5002310536044376,0.8215877386861843,480.25,5
0.42634560906515584,0.253914590747331,0.23282501540357714,0.7585419761585563,466.68,4
0.1257790368271955,0.26174377224199286,0.717113370301913,0.49389470632993937,494.39,5
0.5818696883852692,0.5170818505338078,0.4789741219963055,0.6354940396391173,454.72,3
0.4580736543909349,0.5603202846975089,0.47342883548983394,0.7733251204753795,448.71,2
0.5490084985835695,0.3046263345195729,0.5088570548367208,0.7153520055074458,469.76,4
0.5419263456090653,0.347508896797153,0.3920979667282829,0.6373781658755753,450.71,3
0.6351274787535411,0.5948398576512456,0.3970271102895886,0.646219065908185,444.01,2
0.49206798866855533,0.5843416370106761,0.6330098582871244,0.6602775462879089,453.2,3
0.5402266288951841,0.5781138790035586,0.47681762168823383,0.7870937352802638,450.87,3
0.6192634560906517,0.6850533807829181,0.7010936537276642,0.3882387043008805,441.73,2
0.34872521246458926,0.2519572953736655,0.662276648182381,0.6834667922750823,465.09,4
0.6634560906515581,0.6987544483985765,0.7294362292051773,0.30490235153447587,447.28,2
0.13399433427762042,0.24857651245551593,0.45063154651879245,0.9062284865393673,491.16,5
0.5175637393767705,0.6612099644128114,0.6493376463339509,0.6460741331207651,450.98,3
0.6475920679886686,0.6797153024911032,0.5187153419593358,0.527519113011341,446.3,2
0.7368271954674221,0.9676156583629892,0.35297288971041496,0.5550563426211093,436.48,2
0.3892351274787536,0.2966192170818506,0.631469500924215,0.6292619297800643,460.84,3
0.6359773371104817,0.7855871886120996,0.5088570548367208,0.3198304286387187,442.56,2
0.32974504249291786,0.2870106761565836,0.717113370301913,0.8341968911917099,467.3,4
0.2620396600566573,0.27188612099644127,0.7565465187923621,0.9420268850320663,479.13,4
0.6543909348441926,0.4793594306049821,0.3637553912507734,0.5376644081307294,441.15,2
0.5830028328611898,0.5992882562277578,0.458025261860751,0.8004275517228885,445.52,2
0.2872521246458924,0.2727758007117437,0.5763247073321018,0.7852096090438059,475.4,4
0.3694050991501417,0.2727758007117437,0.5544516327788038,0.6011449690206168,469.3,4
0.23512747875354112,0.2893238434163701,0.6240757855822565,0.9660857277437587,463.57,3
0.6192634560906517,0.7706405693950177,0.30183302526186395,0.6675241856589007,445.32,2
0.4059490084985837,0.3354092526690391,0.7223505853357999,0.7163665350193849,461.03,3
0.3767705382436261,0.31619217081850537,0.5569162045594602,0.22823290698938348,466.74,4
0.6325779036827196,0.6140569395017793,0.6641250770178715,0.3854849813399035,444.04,2
0.8008498583569406,0.7453736654804269,0.6373228589032678,0.31780136961484107,434.01,1
0.36713881019830036,0.3476868327402135,0.7266635859519432,0.7702815319395631,465.23,4
0.7305949008498585,0.7825622775800712,0.39178989525570174,0.5857820935541143,440.6,2
0.3422096317280454,0.3466192170818506,0.8240141712877396,0.8957933258451394,466.74,4
0.7093484419263457,0.8939501779359428,0.6320856438693774,0.6288271314178049,433.48,1
0.30028328611898025,0.2775800711743772,0.8147720271102941,0.6927424906699517,473.59,4
0.3192634560906516,0.29145907473309607,0.734365372766483,0.48230008333635266,474.81,4
0.484985835694051,0.33274021352313166,0.6367067159581055,0.5372296097684699,454.75,3
0.5294617563739377,0.4329181494661921,0.3908656808379547,0.5746222689227871,452.94,3
0.8189801699716714,0.7788256227758005,0.40134011090573196,0.4420087684336388,435.83,2
0.16260623229461757,0.24661921708185053,0.5427449168207019,0.6753505561795718,482.19,5
0.3308781869688386,0.34003558718861204,1.0,0.5554911409833689,466.66,4
0.3912181303116148,0.26263345195729526,0.4965341959334566,0.9434762129062648,462.59,3
0.6512747875354108,0.6987544483985765,0.732516943930996,0.3562085582810971,447.82,2
0.23286118980169973,0.2893238434163701,0.5433610597658642,0.9340555817239755,462.73,3
0.5841359773371105,0.6734875444839857,0.4666512630930377,0.7766585745860357,447.98,2
0.3722379603399434,0.24822064056939508,0.3770024645717811,0.6396970904742925,462.72,3
0.6507082152974505,0.588967971530249,0.6132932840419016,0.5266495162868219,442.42,2
0.6059490084985836,0.4101423487544483,0.361290819470117,0.7211493170042393,444.69,2
0.3456090651558074,0.2427046263345195,0.6105206407886641,0.6966556759302873,466.7,4
0.49830028328611903,0.6987544483985765,0.7229667282809622,0.7237581071777961,453.84,3
0.8028328611898017,0.7466192170818503,0.5211799137399922,0.02373274393999769,436.92,2
0.14447592067988668,0.19074733096085406,0.7673290203327205,0.7702815319395631,486.37,5
0.7713881019830029,0.6176156583629894,0.570163277880468,0.21721801514547612,440.43,2
0.6858356940509915,0.6709964412811388,0.4321472581638979,0.3304105221203666,446.82,2
0.11558073654390937,0.25124555160142337,0.2525415896487999,0.41548606833580914,484.91,5
0.7000000000000001,0.8234875444839856,0.34989217498459624,0.6396970904742925,437.76,2
0.7569405099150143,0.7601423487544482,0.5039279112754187,0.1647523460994963,438.91,2
0.41869688385269127,0.2523131672597865,0.3406500308071507,0.5712888148121309,464.19,3
0.5988668555240794,0.754982206405694,0.3997997535428226,0.8772419290554005,442.19,2
0.6274787535410765,0.3927046263345195,0.3532809611829961,0.46940106525598746,446.86,2
0.4439093484419264,0.3352313167259787,0.677064078866298,0.4398347766223413,457.15,3
0.138243626062323,0.32544483985765116,0.7155730129390037,0.5563607377078879,482.57,5
0.23909348441926348,0.2829181494661921,0.3243222427603243,0.9698539802166746,476.03,4
0.76657223796034,0.8402135231316724,0.3628311768330299,0.6982499365919055,428.89,1
0.28980169971671393,0.2645907473309608,0.6518022181146073,0.7263668973513533,472.7,4
0.588385269121813,0.4793594306049821,0.3736136783733812,0.6931772890322112,445.6,2
0.37705382436260626,0.4749110320284696,0.5458256315465206,0.7133229464835682,464.78,3
0.6705382436260624,0.5976868327402135,0.619454713493532,0.28982934164281304,440.42,2
0.7382436260623231,0.8083629893238434,0.21711337030191302,0.5943331280118844,428.41,1
0.6206798866855524,0.8026690391459074,0.4232131854590264,0.6410014855610711,438.5,2
0.6569405099150142,0.6062277580071175,0.3366451016635885,0.5470850393130184,438.28,2
0.18725212464589236,0.27188612099644127,0.783656808379547,0.9452154063553027,476.29,4
0.584985835694051,0.5895017793594305,0.4493992606284678,0.5707090836624515,448.46,2
0.7963172804532579,0.5663701067615657,0.36067467652495466,0.21214536758578195,438.99,2
0.2796033994334278,0.24661921708185053,0.6465650030807168,0.3882387043008805,471.8,4
0.34645892351274793,0.30391459074733085,0.48760012322859225,0.7352077973839632,471.81,4
0.5113314447592068,0.6010676156583629,0.5917282809611848,0.5530272835972316,449.82,2
0.684985835694051,0.7601423487544482,0.4996149106592753,0.4054857060038407,442.14,2
0.6121813031161474,0.5948398576512456,0.39517868145409807,0.730135149824269,441.46,2
0.24900849858356944,0.2644128113879003,0.4453943314849056,0.7920214500525382,477.62,4
0.5427762039660057,0.6496441281138788,0.447858903265562,0.49635856371607656,446.76,2
0.3492917847025497,0.2572953736654804,0.4789741219963055,0.7244827711148956,472.52,4
0.19121813031161478,0.27313167259786475,0.7503850893407282,0.9378238341968912,471.58,4
0.6529745042492918,0.836832740213523,0.13054528650646802,0.8562266748795246,440.85,2
0.7702549575070822,0.9284697508896796,0.44416204559458095,0.6372332330881552,431.37,1
0.7303116147308782,0.8293594306049822,0.361290819470117,0.8269502518207181,437.33,2
0.24475920679886687,0.27313167259786475,0.5781731361675924,0.72926555309975,469.22,4
0.1898016997167139,0.2743772241992882,0.819393099199015,0.8504293633827313,471.11,4
0.7934844192634561,0.7322064056939502,0.4333795440542225,0.179825355991159,439.17,2
0.5878186968838527,0.6565836298932383,0.4681916204559471,0.46374868654661394,445.33,2
0.27110481586402274,0.24661921708185053,0.668746149106596,0.37649914851987387,473.71,4
0.5223796033994335,0.576512455516014,0.5966574245224905,0.6753505561795718,452.66,3
0.5838526912181304,0.6062277580071175,0.31446395563770935,0.8608645240769592,440.99,2
0.3694050991501417,0.24110320284697506,0.5412045594577961,0.43215333888909,467.42,4
0.6745042492917848,0.595373665480427,0.4038046826863848,0.5673756295517953,444.14,2
0.5110481586402267,0.5546263345195729,0.7288200862600149,0.6215804920468133,457.17,3
0.33597733711048167,0.5149466192170817,0.5855668515095509,0.6414362839233305,467.87,4
0.6396600566572238,0.8071174377224198,0.3964109673444227,0.7404253777310772,442.04,2
0.40396600566572244,0.34199288256227756,0.6964725816389432,0.5331714917207145,471.36,4
0.27733711048158644,0.24448398576512453,0.39733518176216975,0.9989854704880612,460.7,3
0.8376770538243626,0.8090747330960854,0.4139710412815809,0.23359542012391743,431.33,1
0.7960339943342777,0.9163701067615658,0.05167898952556982,0.5978115149099603,432.6,1
0.5059490084985836,0.6055160142348753,0.5285736290819507,0.6740461610927933,447.61,2
0.7186968838526913,0.7016014234875446,0.5963493530499093,0.471575057067285,443.87,2
0.5546742209631729,0.4793594306049821,0.37854282193469047,0.7044820464509582,446.87,2
0.24475920679886687,0.2784697508896796,0.7288200862600149,0.908402478350665,465.74,4
0.5,0.5610320284697509,0.5270332717190414,0.7795572303344325,447.86,2
0.6158640226628895,0.6690391459074733,0.716189155884166,0.5652016377404978,447.65,2
0.6101983002832863,0.6781138790035587,0.458025261860751,0.769267002427624,437.87,2
0.2110481586402267,0.290035587188612,0.6148336414048075,0.6110003985651653,483.51,5
0.24050991501416435,0.28647686832740216,0.6561152187307471,0.7972390303996522,479.65,4
0.5419263456090653,0.583629893238434,0.6151417128773886,0.49664842929091635,455.16,3
0.6039660056657223,0.8165480427046262,0.1718268638324112,0.9192724374071526,431.91,1
0.3104815864022663,0.2871886120996441,0.5304220579174377,0.8063697960071017,470.68,4
0.7501416430594902,0.7788256227758005,0.3813154651879245,0.3915721584115366,429.28,1
0.4906515580736544,0.6023131672597865,0.659504004929147,0.8478205732091741,450.81,3
0.6410764872521247,0.8565836298932384,0.44909118915588664,0.8149208304648718,437.73,2
0.5243626062322947,0.34234875444839863,0.5621534195933471,0.07518388347403882,460.21,3
0.5305949008498584,0.7774021352313166,0.14440850277264516,0.702308054639661,442.86,2
0.293201133144476,0.34946619217081853,0.7577788046826868,0.28055364324794374,482.99,5
0.7444759206798868,0.7101423487544484,0.5039279112754187,0.30142396463639975,440.0,2
0.21076487252124648,0.29288256227758,1.0,0.6314359215913621,478.48,4
0.5648725212464589,0.4352313167259786,0.5575323475046225,0.6836117250625022,455.28,3
0.6201133144475921,0.7330960854092526,0.15888786198398108,0.7830356172325084,436.94,2
0.40821529745042495,0.22259786476868326,0.7839648798521281,0.7531794630240225,461.06,3
0.64985835694051,0.7845195729537365,0.525492914356132,0.3235986811116345,438.28,2
0.24560906515580744,0.2530249110320284,0.458949476278498,0.8362259502155875,472.61,4
0.7852691218130312,0.8083629893238434,0.2091035120147886,0.43084894380231165,426.85,1
0.3053824362606233,0.25551601423487535,0.6422520024645735,0.43447226348780743,470.18,4
0.6144475920679887,0.5170818505338078,0.47435304990757743,0.5380992064929889,455.38,3
0.7705382436260624,0.7330960854092526,0.2935150955021584,0.3834559223160259,428.32,1
0.224929178470255,0.3048042704626335,0.4207486136783771,0.7604261023950143,480.35,5
0.5025495750708215,0.5546263345195729,0.7174214417744942,0.680278270951846,455.56,3
0.5450424929178471,0.5866548042704626,0.4999229821318565,0.5098373129461212,447.66,2
0.6490084985835695,0.7706405693950177,0.30275723967960744,0.6936120873944707,443.06,2
0.5490084985835695,0.596085409252669,0.5322704867529318,0.5478097032501176,452.43,3
0.2538243626062323,0.2879003558718861,0.7094115834873733,0.5792601181202217,477.81,4
